season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2025,NBA,Steven Adams,adamsst01,31.0,HOU,C,58,3.0,794,4.1,7.6,0.545,0.0,0.1,0.0,4.1,7.5,0.552,0.545,1.9,4.2,0.462,7.5,7.3,14.8,3.0,1.0,1.3,2.4,2.7,10.2
2018,NBA,Bam Adebayo,adebaba01,20.0,MIA,C,69,19.0,1368,4.6,8.9,0.512,0.0,0.2,0.0,4.6,8.8,0.523,0.512,3.4,4.7,0.721,3.1,6.9,10.0,2.7,0.8,1.1,1.7,3.6,12.6
2019,NBA,Bam Adebayo,adebaba01,21.0,MIA,C,82,28.0,1913,5.3,9.1,0.576,0.1,0.3,0.2,5.2,8.9,0.588,0.579,3.1,4.3,0.735,3.1,8.1,11.2,3.5,1.3,1.2,2.3,3.8,13.7
2020,NBA,Bam Adebayo,adebaba01,22.0,MIA,PF,72,72.0,2417,6.6,11.8,0.557,0.0,0.2,0.143,6.5,11.6,0.564,0.558,3.9,5.7,0.691,2.6,8.3,10.9,5.5,1.2,1.4,3.0,2.7,17.1
2021,NBA,Bam Adebayo,adebaba01,23.0,MIA,C,64,64.0,2143,7.7,13.4,0.57,0.0,0.1,0.25,7.6,13.3,0.573,0.571,4.8,5.9,0.799,2.4,7.2,9.6,5.8,1.3,1.1,2.8,2.4,20.1
2022,NBA,Bam Adebayo,adebaba01,24.0,MIA,C,56,56.0,1825,8.0,14.4,0.557,0.0,0.1,0.0,8.0,14.3,0.562,0.557,5.0,6.7,0.753,2.7,8.4,11.1,3.7,1.6,0.9,2.9,3.4,21.1
2023,NBA,Bam Adebayo,adebaba01,25.0,MIA,C,75,75.0,2598,8.3,15.4,0.54,0.0,0.2,0.083,8.3,15.3,0.545,0.541,4.5,5.6,0.806,2.5,7.0,9.5,3.3,1.2,0.8,2.6,2.9,21.2
2024,NBA,Bam Adebayo,adebaba01,26.0,MIA,C,71,71.0,2416,7.9,15.2,0.521,0.2,0.6,0.357,7.7,14.5,0.528,0.529,4.4,5.8,0.755,2.4,8.6,11.0,4.1,1.2,1.0,2.4,2.4,20.4
2025,NBA,Bam Adebayo,adebaba01,27.0,MIA,C,78,78.0,2674,7.3,15.0,0.485,1.1,3.0,0.357,6.2,12.0,0.517,0.521,3.4,4.4,0.765,2.5,7.6,10.1,4.5,1.3,0.7,2.2,2.2,19.0
2019,NBA,Deng Adel,adelde01,21.0,CLE,SF,19,3.0,194,2.0,6.7,0.306,1.1,4.3,0.261,0.9,2.4,0.385,0.389,0.7,0.7,1.0,0.6,3.0,3.5,0.9,0.2,0.7,1.1,2.4,5.9
2011,NBA,Jeff Adrien,adrieje01,24.0,GSW,PF,23,0.0,196,4.2,9.9,0.426,0.0,0.0,,4.2,9.9,0.426,0.426,2.0,3.5,0.579,4.2,6.4,10.7,1.8,0.7,0.9,1.7,5.1,10.5
2012,NBA,Jeff Adrien,adrieje01,25.0,HOU,PF,8,0.0,63,4.0,9.1,0.438,0.0,0.0,,4.0,9.1,0.438,0.438,4.0,6.9,0.583,2.9,9.7,12.6,0.6,0.0,1.1,1.1,7.4,12.0
2013,NBA,Jeff Adrien,adrieje01,26.0,CHA,PF,52,5.0,713,3.6,8.5,0.429,0.0,0.1,0.0,3.6,8.4,0.434,0.429,3.3,5.0,0.65,3.4,6.5,9.9,1.8,0.9,1.4,1.6,4.0,10.6
2014,NBA,Jeff Adrien,adrieje01,27.0,2TM,PF,53,12.0,961,5.4,10.3,0.52,0.0,0.0,,5.4,10.3,0.52,0.52,2.8,4.5,0.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6
2015,NBA,Jeff Adrien,adrieje01,28.0,MIN,PF,17,0.0,215,3.2,7.4,0.432,0.0,0.0,,3.2,7.4,0.432,0.432,3.7,6.4,0.579,3.9,9.0,12.9,2.5,0.7,1.5,1.5,5.0,10.0
2008,NBA,Arron Afflalo,afflaar01,22.0,DET,SG,75,9.0,970,3.7,8.9,0.411,0.4,1.8,0.208,3.3,7.2,0.461,0.432,2.5,3.2,0.782,1.3,3.7,5.1,1.9,1.2,0.3,1.3,3.1,10.2
2009,NBA,Arron Afflalo,afflaar01,23.0,DET,SG,74,8.0,1234,3.8,8.8,0.437,1.3,3.1,0.402,2.6,5.6,0.456,0.508,1.7,2.1,0.817,0.9,3.0,3.9,1.3,0.8,0.4,1.3,4.2,10.6
2010,NBA,Arron Afflalo,afflaar01,24.0,DEN,SG,82,75.0,2221,4.4,9.5,0.465,1.8,4.0,0.434,2.7,5.4,0.488,0.557,1.2,1.6,0.735,1.0,3.1,4.1,2.2,0.7,0.5,1.2,3.6,11.7
2011,NBA,Arron Afflalo,afflaar01,25.0,DEN,SG,69,69.0,2324,4.8,9.7,0.498,1.6,3.8,0.423,3.2,5.9,0.546,0.581,2.1,2.5,0.847,0.7,3.2,3.9,2.6,0.5,0.5,1.1,2.4,13.4
2012,NBA,Arron Afflalo,afflaar01,26.0,DEN,SG,62,62.0,2086,5.7,12.1,0.471,1.5,3.8,0.398,4.2,8.2,0.504,0.534,3.4,4.3,0.798,0.7,2.7,3.4,2.6,0.6,0.2,1.5,2.3,16.3
2013,NBA,Arron Afflalo,afflaar01,27.0,ORL,SF,64,64.0,2307,6.2,14.1,0.439,1.1,3.7,0.3,5.1,10.4,0.489,0.478,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5
2014,NBA,Arron Afflalo,afflaar01,28.0,ORL,SG,73,73.0,2552,6.5,14.3,0.459,1.8,4.2,0.427,4.7,10.0,0.473,0.522,3.9,4.7,0.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8
2015,NBA,Arron Afflalo,afflaar01,29.0,2TM,SG,78,72.0,2502,5.4,12.7,0.424,1.7,4.8,0.354,3.7,7.9,0.466,0.491,2.4,2.8,0.843,0.4,3.2,3.6,1.9,0.6,0.1,1.7,2.4,14.9
2016,NBA,Arron Afflalo,afflaar01,30.0,NYK,SG,71,57.0,2371,5.4,12.1,0.443,1.4,3.6,0.382,4.0,8.5,0.469,0.5,1.7,2.0,0.84,0.3,3.7,4.0,2.2,0.4,0.2,1.2,2.2,13.8
2017,NBA,Arron Afflalo,afflaar01,31.0,SAC,SG,61,45.0,1580,4.2,9.6,0.44,1.4,3.4,0.411,2.8,6.1,0.457,0.514,1.9,2.1,0.892,0.2,2.6,2.8,1.8,0.5,0.1,1.0,2.4,11.7
2018,NBA,Arron Afflalo,afflaar01,32.0,ORL,SG,53,3.0,682,3.4,8.6,0.401,1.4,3.7,0.386,2.0,4.9,0.413,0.485,1.2,1.4,0.846,0.2,3.3,3.5,1.6,0.2,0.5,1.1,3.0,9.4
2023,NBA,Ochai Agbaji,agbajoc01,22.0,UTA,SG,59,22.0,1209,4.9,11.5,0.427,2.4,6.8,0.355,2.5,4.7,0.532,0.532,1.7,2.1,0.812,1.3,2.3,3.6,2.0,0.5,0.4,1.2,2.9,13.9
2024,NBA,Ochai Agbaji,agbajoc01,23.0,2TM,SG,78,28.0,1641,3.9,9.5,0.411,1.4,4.6,0.294,2.5,4.9,0.523,0.483,0.8,1.2,0.661,1.6,3.1,4.7,1.8,1.0,1.0,1.4,2.6,10.0
2025,NBA,Ochai Agbaji,agbajoc01,24.0,TOR,SG,64,45.0,1739,5.5,11.1,0.498,2.1,5.2,0.399,3.4,5.8,0.587,0.593,0.7,1.0,0.708,1.3,3.7,5.0,2.0,1.2,0.6,1.1,2.6,13.8
2007,NBA,Maurice Ager,agerma01,22.0,DAL,SG,32,1.0,214,3.7,11.8,0.314,0.8,2.5,0.333,2.9,9.3,0.309,0.35,3.4,5.6,0.606,0.2,3.4,3.5,1.2,0.7,0.5,2.5,4.5,11.6
2008,NBA,Maurice Ager,agerma01,23.0,2TM,SG,26,3.0,165,4.6,14.2,0.323,0.7,4.1,0.158,3.9,10.0,0.391,0.346,1.3,2.6,0.5,0.9,2.0,2.8,1.7,0.0,0.2,1.3,3.7,11.1
2009,NBA,Maurice Ager,agerma01,24.0,NJN,SG,20,0.0,97,5.6,16.0,0.349,0.0,2.2,0.0,5.6,13.7,0.405,0.349,1.5,3.0,0.5,1.1,2.6,3.7,1.1,0.4,0.7,1.5,6.3,12.6
2011,NBA,Maurice Ager,agerma01,26.0,MIN,SG,4,0.0,29,7.4,13.7,0.545,3.7,5.0,0.75,3.7,8.7,0.429,0.682,0.0,0.0,,0.0,2.5,2.5,1.2,1.2,0.0,5.0,5.0,18.6
2008,NBA,Blake Ahearn,ahearbl01,23.0,MIA,PG,12,0.0,177,3.1,11.6,0.263,2.0,6.9,0.294,1.0,4.7,0.217,0.351,6.1,6.3,0.968,0.2,3.7,3.9,3.9,1.2,0.0,3.3,4.1,14.2
2009,NBA,Blake Ahearn,ahearbl01,24.0,SAS,PG,3,0.0,19,3.8,11.4,0.333,3.8,7.6,0.5,0.0,3.8,0.0,0.5,3.8,3.8,1.0,0.0,1.9,1.9,3.8,1.9,0.0,1.9,5.7,15.2
2012,NBA,Blake Ahearn,ahearbl01,27.0,UTA,PG,4,0.0,30,4.8,16.8,0.286,2.4,10.8,0.222,2.4,6.0,0.4,0.357,0.0,0.0,,0.0,2.4,2.4,1.2,0.0,0.0,6.0,4.8,12.0
2009,NBA,Alexis Ajinça,ajincal01,20.0,CHA,PF,31,4.0,182,4.9,13.6,0.362,0.0,0.4,0.0,4.9,13.3,0.373,0.362,4.0,5.5,0.714,1.8,4.2,5.9,0.6,1.4,1.2,2.4,6.7,13.8
2010,NBA,Alexis Ajinça,ajincal01,21.0,CHA,C,6,0.0,30,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.5,0.0,1.2,0.0,1.2,3.6,4.8,0.0,1.2,1.2,2.4,6.0,12.0
2011,NBA,Alexis Ajinça,ajincal01,22.0,2TM,C,34,2.0,340,6.2,14.1,0.444,1.3,3.6,0.353,5.0,10.5,0.475,0.489,1.4,1.9,0.722,1.8,6.5,8.3,1.1,1.2,2.0,1.9,7.7,15.1
2014,NBA,Alexis Ajinça,ajincal01,25.0,NOP,C,56,30.0,951,5.1,9.4,0.546,0.0,0.0,0.0,5.1,9.4,0.548,0.546,2.1,2.5,0.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4
2015,NBA,Alexis Ajinça,ajincal01,26.0,NOP,C,68,8.0,957,6.8,12.4,0.55,0.0,0.0,,6.8,12.4,0.55,0.55,3.0,3.7,0.818,3.9,7.9,11.8,1.8,0.8,1.9,2.6,5.7,16.7
2016,NBA,Alexis Ajinça,ajincal01,27.0,NOP,C,59,17.0,861,6.3,13.2,0.476,0.0,0.0,0.0,6.3,13.1,0.478,0.476,2.2,2.6,0.839,3.1,8.1,11.2,1.3,0.8,1.5,2.3,5.6,14.7
2017,NBA,Alexis Ajinça,ajincal01,28.0,NOP,C,39,15.0,584,5.5,11.0,0.5,0.0,0.2,0.0,5.5,10.7,0.511,0.5,1.8,2.5,0.725,2.8,8.1,10.9,0.7,1.2,1.4,1.9,4.7,12.8
2013,NBA,Josh Akognon,akognjo01,26.0,DAL,PG,3,0.0,9,8.0,16.0,0.5,4.0,8.0,0.5,4.0,8.0,0.5,0.625,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,12.0,20.0
2019,NBA,DeVaughn Akoon-Purcell,akoonde01,25.0,DEN,SG,7,0.0,22,4.9,16.4,0.3,0.0,6.5,0.0,4.9,9.8,0.5,0.3,1.6,3.3,0.5,1.6,4.9,6.5,9.8,3.3,0.0,3.3,6.5,11.5
2011,NBA,Solomon Alabi,alabiso01,22.0,TOR,C,12,0.0,59,1.8,9.2,0.2,0.0,0.0,,1.8,9.2,0.2,0.2,0.0,1.2,0.0,4.3,4.3,8.5,1.2,1.2,1.2,1.8,3.1,3.7
2012,NBA,Solomon Alabi,alabiso01,23.0,TOR,C,14,0.0,122,3.8,10.6,0.361,0.0,0.0,,3.8,10.6,0.361,0.361,2.1,2.4,0.875,4.4,9.4,13.9,0.9,0.6,2.7,1.5,3.2,9.7
2022,NBA,Santi Aldama,aldamsa01,21.0,MEM,PF,32,0.0,360,5.3,13.2,0.402,0.6,4.8,0.125,4.7,8.4,0.56,0.424,2.0,3.2,0.625,3.3,5.4,8.7,2.1,0.6,1.0,1.6,3.6,13.2
2023,NBA,Santi Aldama,aldamsa01,22.0,MEM,PF,77,20.0,1682,5.3,11.2,0.47,2.0,5.7,0.353,3.3,5.5,0.591,0.56,2.3,3.1,0.75,1.8,6.1,7.9,2.1,1.0,1.0,1.3,3.1,14.9
2024,NBA,Santi Aldama,aldamsa01,23.0,MEM,PF,61,35.0,1618,5.5,12.6,0.435,2.4,6.8,0.349,3.1,5.9,0.534,0.528,1.2,1.9,0.621,1.6,6.2,7.8,3.1,1.0,1.2,1.5,2.0,14.6
2025,NBA,Santi Aldama,aldamsa01,24.0,MEM,PF,65,16.0,1660,6.8,14.1,0.483,2.6,7.1,0.368,4.2,7.0,0.599,0.576,1.4,2.0,0.691,2.0,7.0,9.0,4.1,1.1,0.6,1.5,1.6,17.6
2015,NBA,Furkan Aldemir,aldemfu01,23.0,PHI,PF,41,9.0,540,2.7,5.2,0.513,0.0,0.3,0.0,2.7,4.9,0.548,0.513,0.9,1.8,0.481,5.2,6.5,11.7,1.9,1.1,1.1,1.1,6.4,6.2
2011,NBA,Cole Aldrich,aldrico01,22.0,OKC,C,18,0.0,142,2.0,3.8,0.533,0.0,0.0,,2.0,3.8,0.533,0.533,0.5,1.0,0.5,3.3,5.6,8.9,1.0,1.3,1.8,2.0,7.6,4.6
2012,NBA,Cole Aldrich,aldrico01,23.0,OKC,C,26,0.0,173,4.6,8.7,0.524,0.0,0.0,,4.6,8.7,0.524,0.524,2.7,2.9,0.929,2.7,7.3,10.0,0.6,1.7,3.3,1.9,4.6,11.9
2013,NBA,Cole Aldrich,aldrico01,24.0,2TM,C,45,0.0,388,4.1,7.4,0.55,0.0,0.0,,4.1,7.4,0.55,0.55,1.1,1.9,0.6,2.8,8.4,11.1,0.8,0.5,2.1,2.1,5.6,9.3
2014,NBA,Cole Aldrich,aldrico01,25.0,NYK,C,46,2.0,330,3.6,6.7,0.541,0.0,0.0,,3.6,6.7,0.541,0.541,2.8,3.3,0.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0
2015,NBA,Cole Aldrich,aldrico01,26.0,NYK,C,61,16.0,976,5.3,11.1,0.478,0.0,0.0,,5.3,11.1,0.478,0.478,1.8,2.4,0.781,3.7,8.7,12.5,2.8,1.4,2.4,2.2,4.5,12.5
2016,NBA,Cole Aldrich,aldrico01,27.0,LAC,C,60,5.0,800,6.0,10.1,0.596,0.0,0.0,,6.0,10.1,0.596,0.596,2.7,3.8,0.714,3.9,9.1,13.0,2.3,2.1,3.1,2.9,6.3,14.8
2017,NBA,Cole Aldrich,aldrico01,28.0,MIN,C,62,0.0,531,3.1,5.8,0.523,0.0,0.0,,3.1,5.8,0.523,0.523,1.0,1.5,0.682,3.5,7.3,10.7,1.7,1.7,1.6,1.2,5.8,7.1
2018,NBA,Cole Aldrich,aldrico01,29.0,MIN,C,21,0.0,49,3.7,11.0,0.333,0.0,0.0,,3.7,11.0,0.333,0.333,1.5,4.4,0.333,2.2,8.8,11.0,2.2,1.5,0.7,0.7,8.1,8.8
2007,NBA,LaMarcus Aldridge,aldrila01,21.0,POR,C,63,22.0,1392,6.2,12.4,0.503,0.0,0.1,0.0,6.2,12.3,0.505,0.503,2.1,3.0,0.722,3.7,4.3,8.1,0.6,0.6,1.9,1.1,4.8,14.6
2008,NBA,LaMarcus Aldridge,aldrila01,22.0,POR,PF,76,76.0,2649,7.6,15.8,0.484,0.0,0.1,0.143,7.6,15.7,0.486,0.484,3.1,4.0,0.762,3.0,4.9,7.9,1.7,0.7,1.3,1.7,3.3,18.3
2009,NBA,LaMarcus Aldridge,aldrila01,23.0,POR,PF,81,81.0,3004,7.2,14.9,0.484,0.1,0.3,0.25,7.1,14.6,0.489,0.486,3.1,4.0,0.781,2.8,4.4,7.3,1.9,0.9,0.9,1.5,2.5,17.6
2010,NBA,LaMarcus Aldridge,aldrila01,24.0,POR,PF,78,78.0,2922,7.1,14.4,0.495,0.1,0.2,0.313,7.1,14.2,0.498,0.497,2.8,3.7,0.757,2.4,5.4,7.7,2.0,0.8,0.6,1.3,2.8,17.2
2011,NBA,LaMarcus Aldridge,aldrila01,25.0,POR,PF,81,81.0,3211,7.9,15.9,0.5,0.0,0.3,0.174,7.9,15.6,0.505,0.501,3.9,5.0,0.791,3.1,4.8,7.9,1.9,0.9,1.1,1.7,2.5,19.8
2012,NBA,LaMarcus Aldridge,aldrila01,26.0,POR,PF,55,55.0,1994,8.7,17.0,0.512,0.0,0.2,0.182,8.7,16.8,0.516,0.513,4.0,4.9,0.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.5
2013,NBA,LaMarcus Aldridge,aldrila01,27.0,POR,PF,74,74.0,2790,8.2,17.0,0.484,0.0,0.2,0.143,8.2,16.8,0.488,0.485,3.6,4.5,0.81,2.3,6.4,8.6,2.5,0.8,1.2,1.8,2.4,20.1
2014,NBA,LaMarcus Aldridge,aldrila01,28.0,POR,PF,69,69.0,2498,9.4,20.5,0.458,0.0,0.2,0.2,9.4,20.3,0.461,0.459,4.3,5.2,0.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1
2015,NBA,LaMarcus Aldridge,aldrila01,29.0,POR,PF,71,71.0,2512,9.4,20.3,0.466,0.5,1.5,0.352,8.9,18.8,0.475,0.479,4.4,5.2,0.845,2.5,7.9,10.4,1.8,0.7,1.0,1.7,1.8,23.8
2016,NBA,LaMarcus Aldridge,aldrila01,30.0,SAS,PF,74,74.0,2261,8.5,16.6,0.513,0.0,0.3,0.0,8.5,16.4,0.521,0.513,4.1,4.8,0.858,2.8,7.3,10.1,1.8,0.6,1.3,1.6,2.4,21.2
2017,NBA,LaMarcus Aldridge,aldrila01,31.0,SAS,PF,72,72.0,2335,7.7,16.2,0.477,0.4,0.9,0.411,7.4,15.3,0.48,0.488,3.4,4.2,0.812,2.7,5.4,8.1,2.1,0.7,1.4,1.5,2.4,19.2
2018,NBA,LaMarcus Aldridge,aldrila01,32.0,SAS,C,75,75.0,2509,9.9,19.3,0.51,0.4,1.3,0.293,9.5,18.0,0.526,0.52,4.8,5.7,0.837,3.5,5.6,9.1,2.2,0.6,1.3,1.6,2.3,24.9
2019,NBA,LaMarcus Aldridge,aldrila01,33.0,SAS,C,81,81.0,2687,9.2,17.7,0.519,0.1,0.6,0.238,9.0,17.1,0.528,0.522,4.7,5.5,0.847,3.4,6.6,10.0,2.6,0.6,1.4,1.9,2.4,23.1
2020,NBA,LaMarcus Aldridge,aldrila01,34.0,SAS,C,53,53.0,1754,8.0,16.3,0.493,1.3,3.2,0.389,6.8,13.1,0.519,0.532,3.2,3.9,0.827,2.1,5.9,8.0,2.6,0.7,1.8,1.5,2.6,20.5
2021,NBA,LaMarcus Aldridge,aldrila01,35.0,2TM,C,26,23.0,674,7.5,15.8,0.473,1.7,4.3,0.388,5.8,11.5,0.505,0.525,2.2,2.5,0.872,1.0,5.3,6.3,2.6,0.6,1.5,1.4,2.5,18.8
2022,NBA,LaMarcus Aldridge,aldrila01,36.0,BRK,C,47,12.0,1050,8.6,15.7,0.55,0.5,1.6,0.304,8.2,14.1,0.578,0.566,3.1,3.5,0.873,2.5,6.3,8.8,1.4,0.5,1.6,1.5,2.7,20.8
2016,NBA,Cliff Alexander,alexacl01,20.0,POR,PF,8,0.0,36,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,0.5,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,2.0,1.0,1.0,10.0
2005,NBA,Cory Alexander,alexaco01,31.0,CHA,SG,16,1.0,201,2.9,8.8,0.327,1.4,3.4,0.421,1.4,5.4,0.267,0.408,1.6,2.1,0.75,1.4,3.8,5.2,6.6,1.6,0.2,3.4,5.2,8.8
2009,NBA,Joe Alexander,alexajo01,22.0,MIL,SF,59,0.0,716,5.1,12.3,0.416,0.8,2.3,0.348,4.3,10.0,0.432,0.449,2.9,4.2,0.699,2.2,3.6,5.8,2.1,0.8,1.5,2.6,5.4,14.0
2010,NBA,Joe Alexander,alexajo01,23.0,CHI,SF,8,0.0,29,1.2,7.4,0.167,0.0,1.2,0.0,1.2,6.2,0.2,0.167,2.5,3.7,0.667,2.5,3.7,6.2,2.5,1.2,1.2,0.0,11.2,5.0
2020,NBA,Kyle Alexander,alexaky01,23.0,MIA,C,2,0.0,13,2.8,5.5,0.5,0.0,0.0,,2.8,5.5,0.5,0.5,0.0,0.0,,5.5,2.8,8.3,0.0,0.0,0.0,2.8,2.8,5.5
2020,NBA,Nickeil Alexander-Walker,alexani01,21.0,NOP,SG,47,1.0,591,6.0,16.2,0.368,2.8,8.1,0.346,3.2,8.1,0.391,0.455,1.5,2.3,0.676,0.5,4.6,5.1,5.4,1.0,0.5,3.3,3.5,16.3
2021,NBA,Nickeil Alexander-Walker,alexani01,22.0,NOP,SG,46,13.0,1007,6.9,16.4,0.419,2.7,7.8,0.347,4.1,8.5,0.485,0.502,1.7,2.4,0.727,0.5,4.7,5.1,3.6,1.7,0.8,2.5,3.1,18.2
2022,NBA,Nickeil Alexander-Walker,alexani01,23.0,2TM,SG,65,21.0,1466,6.2,16.7,0.372,2.6,8.3,0.311,3.6,8.4,0.433,0.449,2.0,2.7,0.743,0.9,3.7,4.6,3.8,1.1,0.6,2.3,2.5,17.0
2023,NBA,Nickeil Alexander-Walker,alexani01,24.0,2TM,SG,59,3.0,884,5.3,12.0,0.444,2.5,6.5,0.384,2.9,5.5,0.515,0.547,1.6,2.4,0.667,0.6,3.5,4.1,4.4,1.3,0.9,2.2,3.6,14.8
2024,NBA,Nickeil Alexander-Walker,alexani01,25.0,MIN,SG,82,20.0,1921,4.4,10.1,0.439,2.5,6.3,0.391,2.0,3.8,0.517,0.56,1.0,1.2,0.8,0.7,2.5,3.1,3.8,1.2,0.8,1.4,2.7,12.3
2025,NBA,Nickeil Alexander-Walker,alexani01,26.0,MIN,SG,82,10.0,2073,4.7,10.7,0.438,2.4,6.4,0.381,2.2,4.3,0.524,0.553,1.6,2.0,0.78,0.9,3.7,4.6,3.9,0.9,0.6,1.7,2.4,13.4
2025,NBA,Trey Alexander,alexatr01,21.0,DEN,SG,24,0.0,117,4.0,12.6,0.317,0.9,5.2,0.176,3.1,7.4,0.417,0.354,0.9,1.2,0.75,0.3,3.4,3.7,3.4,0.6,0.3,1.5,3.1,9.8
2021,NBA,Ty-Shon Alexander,alexaty01,22.0,PHO,SG,15,0.0,47,2.3,9.2,0.25,1.5,6.9,0.222,0.8,2.3,0.333,0.333,0.8,1.5,0.5,1.5,6.1,7.7,4.6,0.0,0.8,2.3,1.5,6.9
2019,NBA,Rawle Alkins,alkinra01,21.0,CHI,SG,10,1.0,120,3.9,11.7,0.333,0.9,3.6,0.25,3.0,8.1,0.37,0.372,2.4,3.6,0.667,3.3,4.5,7.8,3.9,0.3,0.0,2.4,2.1,11.1
2019,NBA,Grayson Allen,allengr01,23.0,UTA,SG,38,2.0,416,5.8,15.4,0.376,2.8,8.6,0.323,3.0,6.8,0.443,0.466,3.9,5.2,0.75,0.3,1.7,2.0,2.2,0.5,0.5,2.9,4.1,18.3
2020,NBA,Grayson Allen,allengr01,24.0,MEM,SG,38,0.0,718,5.9,12.6,0.466,2.9,7.1,0.404,3.0,5.5,0.545,0.58,2.0,2.3,0.867,0.4,3.9,4.3,2.6,0.5,0.1,1.7,2.7,16.5
2021,NBA,Grayson Allen,allengr01,25.0,MEM,SG,50,38.0,1259,4.9,11.8,0.418,3.1,7.8,0.391,1.9,4.0,0.471,0.547,2.3,2.6,0.868,0.5,4.0,4.6,3.1,1.3,0.2,1.4,2.0,15.2
2022,NBA,Grayson Allen,allengr01,26.0,MIL,SG,66,61.0,1805,5.1,11.3,0.448,3.2,7.8,0.409,1.9,3.6,0.533,0.588,1.3,1.5,0.865,0.6,3.8,4.4,2.0,0.9,0.4,0.9,1.9,14.6
2023,NBA,Grayson Allen,allengr01,27.0,MIL,SG,72,70.0,1972,4.5,10.2,0.44,2.7,6.7,0.399,1.8,3.5,0.518,0.571,2.1,2.3,0.905,1.1,3.2,4.3,3.0,1.1,0.3,1.3,2.1,13.7
2024,NBA,Grayson Allen,allengr01,28.0,PHO,SG,75,74.0,2513,4.9,9.8,0.499,2.9,6.4,0.461,1.9,3.4,0.57,0.649,1.8,2.1,0.878,0.7,3.5,4.2,3.3,1.0,0.6,1.4,2.2,14.5
2025,NBA,Grayson Allen,allengr01,29.0,PHO,SG,64,7.0,1544,5.1,11.4,0.448,3.5,8.2,0.426,1.6,3.2,0.504,0.6,2.2,2.7,0.816,0.8,3.7,4.5,3.2,1.3,0.4,1.7,2.2,15.9
2018,NBA,Jarrett Allen,allenja01,19.0,BRK,C,72,31.0,1441,5.8,9.9,0.589,0.1,0.4,0.333,5.7,9.5,0.599,0.596,2.8,3.7,0.776,3.6,6.1,9.7,1.2,0.7,2.2,2.0,3.7,14.7
2019,NBA,Jarrett Allen,allenja01,20.0,BRK,C,80,80.0,2096,5.8,9.8,0.59,0.1,0.8,0.133,5.7,9.0,0.629,0.595,3.4,4.8,0.709,3.3,8.3,11.5,1.9,0.7,2.1,1.8,3.2,15.0
2020,NBA,Jarrett Allen,allenja01,21.0,BRK,C,70,64.0,1852,5.9,9.0,0.649,0.0,0.1,0.0,5.9,8.9,0.658,0.649,3.3,5.2,0.633,4.2,8.8,13.0,2.1,0.8,1.8,1.5,3.1,15.1
2021,NBA,Jarrett Allen,allenja01,22.0,2TM,C,63,45.0,1864,5.8,9.3,0.618,0.1,0.4,0.316,5.6,8.9,0.631,0.624,3.9,5.6,0.703,3.8,8.4,12.2,2.0,0.6,1.7,1.9,1.9,15.6
2022,NBA,Jarrett Allen,allenja01,23.0,CLE,C,56,56.0,1809,7.3,10.8,0.677,0.0,0.2,0.1,7.3,10.6,0.688,0.678,3.3,4.6,0.708,3.8,8.2,12.0,1.8,0.9,1.5,1.9,1.9,18.0
2023,NBA,Jarrett Allen,allenja01,24.0,CLE,C,68,68.0,2220,6.5,10.2,0.644,0.0,0.2,0.1,6.5,10.0,0.653,0.645,2.6,3.6,0.733,3.6,7.2,10.8,1.8,0.9,1.4,1.5,2.5,15.7
2024,NBA,Jarrett Allen,allenja01,25.0,CLE,C,77,77.0,2442,7.7,12.1,0.634,0.0,0.1,0.0,7.7,12.0,0.638,0.634,3.4,4.6,0.742,3.6,8.4,12.0,3.1,0.8,1.2,1.8,2.2,18.7
2025,NBA,Jarrett Allen,allenja01,26.0,CLE,C,82,82.0,2296,7.1,10.0,0.706,0.0,0.1,0.0,7.1,10.0,0.712,0.706,3.1,4.3,0.718,3.4,9.1,12.5,2.5,1.2,1.1,1.5,2.0,17.3
2018,NBA,Kadeem Allen,allenka01,25.0,BOS,PG,18,1.0,107,2.0,7.4,0.273,0.0,3.7,0.0,2.0,3.7,0.545,0.273,2.4,3.0,0.778,1.3,2.4,3.7,4.0,1.0,0.7,3.0,5.0,6.4
